No,Codigo,Descripcion,dai,isc,ispc,isv,nivel,nivel-padre,padre,partida
124,0207.14.10.00.01,- - - Pasta de pollo mecánicamente deshuesada únicamente para la elaboración de embutidos,0.05,0.00,0.00,0.00,13,10,0207.14.10.00,"- - - Pasta de pollo mecánicamente deshuesada únicamente para la elaboración de embutidos | - - - En pasta, deshuesados mecánicamente | - - Trozos y despojos, congelados: | - De aves de la especie Gallus domesticus: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
125,0207.14.9,- - - Otros:,0.00,0.00,0.00,0.00,6,4,0207.14,"- - - Otros: | - - Trozos y despojos, congelados: | - De aves de la especie Gallus domesticus: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
126,0207.14.91.00,- - - - Pechugas,0.00,0.00,0.00,0.00,10,6,0207.14.9,"- - - - Pechugas | - - - Otros: | - - Trozos y despojos, congelados: | - De aves de la especie Gallus domesticus: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
127,0207.14.92.00,- - - - Alas,0.00,0.00,0.00,0.00,10,6,0207.14.9,"- - - - Alas | - - - Otros: | - - Trozos y despojos, congelados: | - De aves de la especie Gallus domesticus: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
128,0207.14.93.00,"- - - - Muslos, piernas, incluso unidos",0.00,0.00,0.00,0.00,10,6,0207.14.9,"- - - - Muslos, piernas, incluso unidos | - - - Otros: | - - Trozos y despojos, congelados: | - De aves de la especie Gallus domesticus: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
129,0207.14.94.00,"- - - - Muslos, piernas, que incluyan en su presentación otros trozos, incluso unidos",0.00,0.00,0.00,0.00,10,6,0207.14.9,"- - - - Muslos, piernas, que incluyan en su presentación otros trozos, incluso unidos | - - - Otros: | - - Trozos y despojos, congelados: | - De aves de la especie Gallus domesticus: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
130,0207.14.99.00,- - - - Los demás,0.00,0.00,0.00,0.00,10,6,0207.14.9,"- - - - Los demás | - - - Otros: | - - Trozos y despojos, congelados: | - De aves de la especie Gallus domesticus: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
131,0207.2,- De pavo (gallipavo):,0.00,0.00,0.00,0.00,3,1,0207,"- De pavo (gallipavo): | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
132,0207.24.00.00,"- - Sin trocear, frescos o refrigerados",0.00,0.00,0.00,0.15,10,3,0207.2,"- - Sin trocear, frescos o refrigerados | - De pavo (gallipavo): | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
133,0207.25.00.00,"- - Sin trocear, congelados",0.00,0.00,0.00,0.15,10,3,0207.2,"- - Sin trocear, congelados | - De pavo (gallipavo): | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
134,0207.26,"- - Trozos y despojos, frescos o refrigerados:",0.00,0.00,0.00,0.00,4,3,0207.2,"- - Trozos y despojos, frescos o refrigerados: | - De pavo (gallipavo): | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
135,0207.26.10.00,"- - - En pasta, deshuesados mecánicamente",0.05,0.00,0.00,0.15,10,4,0207.26,"- - - En pasta, deshuesados mecánicamente | - - Trozos y despojos, frescos o refrigerados: | - De pavo (gallipavo): | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
136,0207.26.90.00,- - - Otros,0.00,0.00,0.00,0.15,10,4,0207.26,"- - - Otros | - - Trozos y despojos, frescos o refrigerados: | - De pavo (gallipavo): | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
137,0207.27,"- - Trozos y despojos, congelados:",0.00,0.00,0.00,0.00,4,3,0207.2,"- - Trozos y despojos, congelados: | - De pavo (gallipavo): | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
138,0207.27.10.00,"- - - En pasta, deshuesados mecánicamente",0.05,0.00,0.00,0.15,10,4,0207.27,"- - - En pasta, deshuesados mecánicamente | - - Trozos y despojos, congelados: | - De pavo (gallipavo): | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
139,0207.27.90.00,- - - Otros,0.00,0.00,0.00,0.15,10,4,0207.27,"- - - Otros | - - Trozos y despojos, congelados: | - De pavo (gallipavo): | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
140,0207.4,- De pato:,0.00,0.00,0.00,0.00,3,1,0207,"- De pato: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
141,0207.41.00.00,"- - Sin trocear, frescos o refrigerados",0.00,0.00,0.00,0.15,10,3,0207.4,"- - Sin trocear, frescos o refrigerados | - De pato: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
142,0207.42.00.00,"- - Sin trocear, congelados",0.15,0.00,0.00,0.15,10,3,0207.4,"- - Sin trocear, congelados | - De pato: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
143,0207.43.00.00,"- - Hígados grasos, frescos o refrigerados",0.15,0.00,0.00,0.15,10,3,0207.4,"- - Hígados grasos, frescos o refrigerados | - De pato: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
144,0207.44,"- - Los demás, frescos o refrigerados:",0.00,0.00,0.00,0.00,4,3,0207.4,"- - Los demás, frescos o refrigerados: | - De pato: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
145,0207.44.10.00,"- - - En pasta, deshuesados mecánicamente",0.00,0.00,0.00,0.15,10,4,0207.44,"- - - En pasta, deshuesados mecánicamente | - - Los demás, frescos o refrigerados: | - De pato: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
146,0207.44.90.00,- - - Otros,0.00,0.00,0.00,0.15,10,4,0207.44,"- - - Otros | - - Los demás, frescos o refrigerados: | - De pato: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
147,0207.45,"- - Los demás, congelados:",0.00,0.00,0.00,0.00,4,3,0207.4,"- - Los demás, congelados: | - De pato: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
148,0207.45.10.00,"- - - En pasta, deshuesados mecánicamente",0.00,0.00,0.00,0.15,10,4,0207.45,"- - - En pasta, deshuesados mecánicamente | - - Los demás, congelados: | - De pato: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
149,0207.45.90.00,- - - Otros,0.00,0.00,0.00,0.15,10,4,0207.45,"- - - Otros | - - Los demás, congelados: | - De pato: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
150,0207.5,- De ganso:,0.00,0.00,0.00,0.00,3,1,0207,"- De ganso: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
151,0207.51.00.00,"- - Sin trocear, frescos o refrigerados",0.00,0.00,0.00,0.15,10,3,0207.5,"- - Sin trocear, frescos o refrigerados | - De ganso: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
152,0207.52.00.00,"- - Sin trocear, congelados",0.15,0.00,0.00,0.15,10,3,0207.5,"- - Sin trocear, congelados | - De ganso: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
153,0207.53.00.00,"- - Hígados grasos, frescos o refrigerados",0.15,0.00,0.00,0.15,10,3,0207.5,"- - Hígados grasos, frescos o refrigerados | - De ganso: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
154,0207.54,"- - Los demás, frescos o refrigerados:",0.00,0.00,0.00,0.00,4,3,0207.5,"- - Los demás, frescos o refrigerados: | - De ganso: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
155,0207.54.10.00,"- - - En pasta, deshuesados mecánicamente",0.00,0.00,0.00,0.15,10,4,0207.54,"- - - En pasta, deshuesados mecánicamente | - - Los demás, frescos o refrigerados: | - De ganso: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
156,0207.54.90.00,- - - Otros,0.00,0.00,0.00,0.15,10,4,0207.54,"- - - Otros | - - Los demás, frescos o refrigerados: | - De ganso: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
157,0207.55,"- - Los demás, congelados:",0.00,0.00,0.00,0.00,4,3,0207.5,"- - Los demás, congelados: | - De ganso: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
158,0207.55.10.00,"- - - En pasta, deshuesados mecánicamente",0.00,0.00,0.00,0.15,10,4,0207.55,"- - - En pasta, deshuesados mecánicamente | - - Los demás, congelados: | - De ganso: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
159,0207.55.90.00,- - - Otros,0.00,0.00,0.00,0.15,10,4,0207.55,"- - - Otros | - - Los demás, congelados: | - De ganso: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
160,0207.6,- De pintada:,0.00,0.00,0.00,0.00,3,1,0207,"- De pintada: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
161,0207.60.10.00,"- - Sin trocear, frescos o refrigerados",0.00,0.00,0.00,0.15,10,3,0207.6,"- - Sin trocear, frescos o refrigerados | - De pintada: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
162,0207.60.20.00,"- - Sin trocear, congelados",0.15,0.00,0.00,0.15,10,3,0207.6,"- - Sin trocear, congelados | - De pintada: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
163,0207.60.30.00,"- - Hígados grasos, frescos o refrigerados",0.15,0.00,0.00,0.15,10,3,0207.6,"- - Hígados grasos, frescos o refrigerados | - De pintada: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
164,0207.60.4,"- - Los demás, frescos o refrigerados:",0.00,0.00,0.00,0.00,6,3,0207.6,"- - Los demás, frescos o refrigerados: | - De pintada: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
165,0207.60.41.00,"- - - En pasta, deshuesados mecánicamente",0.00,0.00,0.00,0.15,10,6,0207.60.4,"- - - En pasta, deshuesados mecánicamente | - - Los demás, frescos o refrigerados: | - De pintada: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
166,0207.60.49.00,- - - Otros,0.00,0.00,0.00,0.15,10,6,0207.60.4,"- - - Otros | - - Los demás, frescos o refrigerados: | - De pintada: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
167,0207.60.5,"- - Los demás, congelados:",0.00,0.00,0.00,0.00,6,3,0207.6,"- - Los demás, congelados: | - De pintada: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
168,0207.60.51.00,"- - - En pasta, deshuesados mecánicamente",0.00,0.00,0.00,0.15,10,6,0207.60.5,"- - - En pasta, deshuesados mecánicamente | - - Los demás, congelados: | - De pintada: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
169,0207.60.59.00,- - - Otros,0.00,0.00,0.00,0.15,10,6,0207.60.5,"- - - Otros | - - Los demás, congelados: | - De pintada: | Carne y despojos comestibles, de aves de la partida 01.05, frescos, refrigerados o congelados"
170,0208,"LAS DEMÁS CARNES Y DESPOJOS COMESTIBLES, FRESCOS, REFRIGERADOS O CONGELADOS",0.00,0.00,0.00,0.00,1,0,,"Las demás carnes y despojos comestibles, frescos, refrigerados o congelados"
171,0208.10.00.00,- De conejo o liebre,0.15,0.00,0.00,0.15,10,1,0208,"- De conejo o liebre | Las demás carnes y despojos comestibles, frescos, refrigerados o congelados"
172,0208.30.00.00,- De primates,0.15,0.00,0.00,0.15,10,1,0208,"- De primates | Las demás carnes y despojos comestibles, frescos, refrigerados o congelados"
173,0208.40.00.00,"- De ballenas, delfines y marsopas (mamíferos del orden Cetacea); de manatíes y dugones o dugongos (mamíferos del orden Sirenia); de otarios y focas, leones marinos y morsas (mamíferos del suborden Pinnipedia)",0.15,0.00,0.00,0.15,10,1,0208,"- De ballenas, delfines y marsopas (mamíferos del orden Cetacea); de manatíes y dugones o dugongos (mamíferos del orden Sirenia); de otarios y focas, leones marinos y morsas (mamíferos del suborden Pinnipedia) | Las demás carnes y despojos comestibles, frescos, refrigerados o congelados"
174,0208.50.00.00,- De reptiles (incluidas las serpientes y tortugas de mar),0.15,0.00,0.00,0.15,10,1,0208,"- De reptiles (incluidas las serpientes y tortugas de mar) | Las demás carnes y despojos comestibles, frescos, refrigerados o congelados"
175,0208.60.00.00,- De camellos y demás camélidos (Camelidae),0.15,0.00,0.00,0.15,10,1,0208,"- De camellos y demás camélidos (Camelidae) | Las demás carnes y despojos comestibles, frescos, refrigerados o congelados"
176,0208.9,- Los demás:,0.00,0.00,0.00,0.00,3,1,0208,"- Los demás: | Las demás carnes y despojos comestibles, frescos, refrigerados o congelados"
177,0208.90.10.00,- - Ancas (patas) de rana,0.15,0.00,0.00,0.15,10,3,0208.9,"- - Ancas (patas) de rana | - Los demás: | Las demás carnes y despojos comestibles, frescos, refrigerados o congelados"
178,0208.90.90.00,- - Otros,0.15,0.00,0.00,0.15,10,3,0208.9,"- - Otros | - Los demás: | Las demás carnes y despojos comestibles, frescos, refrigerados o congelados"
179,0209,"TOCINO SIN PARTES MAGRAS Y GRASA DE CERDO O DE AVE SIN FUNDIR NI EXTRAER DE OTRO MODO, FRESCOS, REFRIGERADOS, CONGELADOS, SALADOS O EN SALMUERA, SECOS O AHUMADOS",0.00,0.00,0.00,0.00,1,0,,"Tocino sin partes magras y grasa de cerdo o de ave sin fundir ni extraer de otro modo, frescos, refrigerados, congelados, salados o en salmuera, secos o ahumados"
180,0209.1,- De cerdo:,0.00,0.00,0.00,0.00,3,1,0209,"- De cerdo: | Tocino sin partes magras y grasa de cerdo o de ave sin fundir ni extraer de otro modo, frescos, refrigerados, congelados, salados o en salmuera, secos o ahumados"
181,0209.10.10.00,- - Tocino,0.00,0.00,0.00,0.15,10,3,0209.1,"- - Tocino | - De cerdo: | Tocino sin partes magras y grasa de cerdo o de ave sin fundir ni extraer de otro modo, frescos, refrigerados, congelados, salados o en salmuera, secos o ahumados"
182,0209.10.20.00,- - Grasa de cerdo,0.05,0.00,0.00,0.15,10,3,0209.1,"- - Grasa de cerdo | - De cerdo: | Tocino sin partes magras y grasa de cerdo o de ave sin fundir ni extraer de otro modo, frescos, refrigerados, congelados, salados o en salmuera, secos o ahumados"
183,0209.90.00.00,- Los demás,0.15,0.00,0.00,0.15,10,1,0209,"- Los demás | Tocino sin partes magras y grasa de cerdo o de ave sin fundir ni extraer de otro modo, frescos, refrigerados, congelados, salados o en salmuera, secos o ahumados"
184,0210,"CARNE Y DESPOJOS COMESTIBLES, SALADOS O EN SALMUERA, SECOS O AHUMADOS; HARINA Y POLVO COMESTIBLES, DE CARNE O DE DESPOJOS",0.00,0.00,0.00,0.00,1,0,,"Carne y despojos comestibles, salados o en salmuera, secos o ahumados; harina y polvo comestibles, de carne o de despojos"
185,0210.1,- Carne de la especie porcina:,0.00,0.00,0.00,0.00,3,1,0210,"- Carne de la especie porcina: | Carne y despojos comestibles, salados o en salmuera, secos o ahumados; harina y polvo comestibles, de carne o de despojos"
186,0210.11.00.00,"- - Jamones, paletas y sus trozos, sin deshuesar",0.00,0.00,0.00,0.15,10,3,0210.1,"- - Jamones, paletas y sus trozos, sin deshuesar | - Carne de la especie porcina: | Carne y despojos comestibles, salados o en salmuera, secos o ahumados; harina y polvo comestibles, de carne o de despojos"
187,0210.12.00.00,- - Tocino entreverado de panza (panceta) y sus trozos,0.00,0.00,0.00,0.15,10,3,0210.1,"- - Tocino entreverado de panza (panceta) y sus trozos | - Carne de la especie porcina: | Carne y despojos comestibles, salados o en salmuera, secos o ahumados; harina y polvo comestibles, de carne o de despojos"
188,0210.19.00.00,- - Las demás,0.00,0.00,0.00,0.15,10,3,0210.1,"- - Las demás | - Carne de la especie porcina: | Carne y despojos comestibles, salados o en salmuera, secos o ahumados; harina y polvo comestibles, de carne o de despojos"
189,0210.20.00.00,- Carne de la especie bovina,0.15,0.00,0.00,0.15,10,1,0210,"- Carne de la especie bovina | Carne y despojos comestibles, salados o en salmuera, secos o ahumados; harina y polvo comestibles, de carne o de despojos"
190,0210.9,"- Los demás, incluso la harina y polvo comestibles, de carne o de despojos:",0.00,0.00,0.00,0.00,3,1,0210,"- Los demás, incluso la harina y polvo comestibles, de carne o de despojos: | Carne y despojos comestibles, salados o en salmuera, secos o ahumados; harina y polvo comestibles, de carne o de despojos"
191,0210.91.00.00,- - De primates,0.10,0.00,0.00,0.15,10,3,0210.9,"- - De primates | - Los demás, incluso la harina y polvo comestibles, de carne o de despojos: | Carne y despojos comestibles, salados o en salmuera, secos o ahumados; harina y polvo comestibles, de carne o de despojos"
192,0210.92,"- - De ballenas, delfines y marsopas (mamíferos del orden Cetacea); de manatíes y dugones o dugongos (mamíferos del orden Sirenia); de otarios y focas, leones marinos y morsas (mamíferos del suborden Pinnipedia):",0.00,0.00,0.00,0.00,4,3,0210.9,"- - De ballenas, delfines y marsopas (mamíferos del orden Cetacea); de manatíes y dugones o dugongos (mamíferos del orden Sirenia); de otarios y focas, leones marinos y morsas (mamíferos del suborden Pinnipedia): | - Los demás, incluso la harina y polvo comestibles, de carne o de despojos: | Carne y despojos comestibles, salados o en salmuera, secos o ahumados; harina y polvo comestibles, de carne o de despojos"
